orcasound_filename,date_time_pstpdt,date_pstpdt,time_pstpdt,date_time_utc,date_utc,time_utc,duration,notes,aws_bucket,latitude,longitude
cand_02yIpASbSCVa1cg2I7F3ne,2024-11-19_09.33.09,2024-11-19,09.33.09,2024-11-19_17.33.09,2024-11-19,17.33.09,,,1732003217.0,47.79039,-122.41127
cand_02yIKgqCrXqkXUO3ZBk8k8,2024-11-19_09.55.23,2024-11-19,09.55.23,2024-11-19_17.55.23,2024-11-19,17.55.23,,Orca,1732003217.0,47.79039,-122.41127
cand_02yIIa2Laqn35kAlwUgXcu,2024-11-19_08.26.50,2024-11-19,08.26.50,2024-11-19_16.26.50,2024-11-19,16.26.50,,J pod,1731657620.0,47.79039,-122.41127
cand_02yIIg7OmxQqIOSjjC9iEq,2024-11-19_08.30.45,2024-11-19,08.30.45,2024-11-19_16.30.45,2024-11-19,16.30.45,,Faint calls under vessel noise,1731657620.0,47.79039,-122.41127
cand_02yIIwPLWQNYhEqmciBacd,2024-11-19_08.41.32,2024-11-19,08.41.32,2024-11-19_16.41.32,2024-11-19,16.41.32,,,1731657620.0,47.79039,-122.41127
cand_02yIJCVm7lUyjAccp8Ds0K,2024-11-19_08.54.46,2024-11-19,08.54.46,2024-11-19_16.54.46,2024-11-19,16.54.46,,"Orca, Orca, Orca",1731657620.0,47.79039,-122.41127
cand_02yIJYqmdvq9xpz2g0c7tQ,2024-11-19_09.09.24,2024-11-19,09.09.24,2024-11-19_17.09.24,2024-11-19,17.09.24,,"J pod, S01s, S01 calls, maybe an S07?",1731744018.0,47.79039,-122.41127
cand_02yIJu4Zh49WO99xxQnIfL,2024-11-19_09.22.59,2024-11-19,09.22.59,2024-11-19_17.22.59,2024-11-19,17.22.59,,"J pod, S42s?, Aberrant calls, unusual!",1732003217.0,47.79039,-122.41127
cand_02yIpASbSCVa1cg2I7F3ne,2024-11-19_09.33.09,2024-11-19,09.33.09,2024-11-19_17.33.09,2024-11-19,17.33.09,,,1732003217.0,47.79039,-122.41127
cand_02yIKgqCrXqkXUO3ZBk8k8,2024-11-19_09.55.23,2024-11-19,09.55.23,2024-11-19_17.55.23,2024-11-19,17.55.23,,Orca,1732003217.0,47.79039,-122.41127
cand_02yIIg7OmxQqIOSjjC9iEq,2024-11-19_08.30.45,2024-11-19,08.30.45,2024-11-19_16.30.45,2024-11-19,16.30.45,,Faint calls under vessel noise,1731657620.0,47.88292,-122.4456
cand_02yIIwPLWQNYhEqmciBacd,2024-11-19_08.41.32,2024-11-19,08.41.32,2024-11-19_16.41.32,2024-11-19,16.41.32,,,1731657620.0,47.88292,-122.4456
cand_02yIJCVm7lUyjAccp8Ds0K,2024-11-19_08.54.46,2024-11-19,08.54.46,2024-11-19_16.54.46,2024-11-19,16.54.46,,"Orca, Orca, Orca",1731657620.0,47.88292,-122.4456
cand_02yIJYqmdvq9xpz2g0c7tQ,2024-11-19_09.09.24,2024-11-19,09.09.24,2024-11-19_17.09.24,2024-11-19,17.09.24,,"J pod, S01s, S01 calls, maybe an S07?",1731744018.0,47.88292,-122.4456
cand_02yIJu4Zh49WO99xxQnIfL,2024-11-19_09.22.59,2024-11-19,09.22.59,2024-11-19_17.22.59,2024-11-19,17.22.59,,"J pod, S42s?, Aberrant calls, unusual!",1732003217.0,47.88292,-122.4456
cand_02yIpASbSCVa1cg2I7F3ne,2024-11-19_09.33.09,2024-11-19,09.33.09,2024-11-19_17.33.09,2024-11-19,17.33.09,,,1732003217.0,47.88292,-122.4456
cand_02yIKgqCrXqkXUO3ZBk8k8,2024-11-19_09.55.23,2024-11-19,09.55.23,2024-11-19_17.55.23,2024-11-19,17.55.23,,Orca,1732003217.0,47.88292,-122.4456
cand_02yIJCVm7lUyjAccp8Ds0K,2024-11-19_08.54.46,2024-11-19,08.54.46,2024-11-19_16.54.46,2024-11-19,16.54.46,,"Orca, Orca, Orca",1731657620.0,47.87949,-122.45929
cand_02yIJYqmdvq9xpz2g0c7tQ,2024-11-19_09.09.24,2024-11-19,09.09.24,2024-11-19_17.09.24,2024-11-19,17.09.24,,"J pod, S01s, S01 calls, maybe an S07?",1731744018.0,47.87949,-122.45929
cand_02yIJu4Zh49WO99xxQnIfL,2024-11-19_09.22.59,2024-11-19,09.22.59,2024-11-19_17.22.59,2024-11-19,17.22.59,,"J pod, S42s?, Aberrant calls, unusual!",1732003217.0,47.87949,-122.45929
cand_02yIpASbSCVa1cg2I7F3ne,2024-11-19_09.33.09,2024-11-19,09.33.09,2024-11-19_17.33.09,2024-11-19,17.33.09,,,1732003217.0,47.87949,-122.45929
cand_02yIKgqCrXqkXUO3ZBk8k8,2024-11-19_09.55.23,2024-11-19,09.55.23,2024-11-19_17.55.23,2024-11-19,17.55.23,,Orca,1732003217.0,47.87949,-122.45929
cand_02yK9qQumkNRv1T2q6PCHX,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.7866,-122.44759
cand_02yK9qMDiGuo1UkReodBtP,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.7866,-122.44759
cand_02yK9zEMgEGYNrpnBiL0Nu,2024-11-22_14.51.50,2024-11-22,14.51.50,2024-11-22_22.51.50,2024-11-22,22.51.50,,"S01s faint, Calls, faint, through numbing and sloshing noise., Calls, faint, through numbing and sloshing noise.",1732003217.0,47.7866,-122.44759
cand_02yK9qQumkNRv1T2q6PCHX,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.81176,-122.46131
cand_02yK9qMDiGuo1UkReodBtP,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.81176,-122.46131
cand_02yK9zEMgEGYNrpnBiL0Nu,2024-11-22_14.51.50,2024-11-22,14.51.50,2024-11-22_22.51.50,2024-11-22,22.51.50,,"S01s faint, Calls, faint, through numbing and sloshing noise., Calls, faint, through numbing and sloshing noise.",1732003217.0,47.81176,-122.46131
cand_02yKA8k6CrWASX0zRzJ9uP,2024-11-22_14.58.07,2024-11-22,14.58.07,2024-11-22_22.58.07,2024-11-22,22.58.07,,Faint calls,1732003217.0,47.81176,-122.46131
cand_02yKAGGrDgukmIozLU1nIH,2024-11-22_15.03.04,2024-11-22,15.03.04,2024-11-22_23.03.04,2024-11-22,23.03.04,,Faint call,1732003217.0,47.81176,-122.46131
cand_02yK9qQumkNRv1T2q6PCHX,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.85776,-122.4372
cand_02yK9qMDiGuo1UkReodBtP,2024-11-22_14.45.53,2024-11-22,14.45.53,2024-11-22_22.45.53,2024-11-22,22.45.53,,First call since 14:22,1732003217.0,47.85776,-122.4372
cand_02yK9zEMgEGYNrpnBiL0Nu,2024-11-22_14.51.50,2024-11-22,14.51.50,2024-11-22_22.51.50,2024-11-22,22.51.50,,"S01s faint, Calls, faint, through numbing and sloshing noise., Calls, faint, through numbing and sloshing noise.",1732003217.0,47.85776,-122.4372
cand_02yKA8k6CrWASX0zRzJ9uP,2024-11-22_14.58.07,2024-11-22,14.58.07,2024-11-22_22.58.07,2024-11-22,22.58.07,,Faint calls,1732003217.0,47.85776,-122.4372
cand_02yKAGGrDgukmIozLU1nIH,2024-11-22_15.03.04,2024-11-22,15.03.04,2024-11-22_23.03.04,2024-11-22,23.03.04,,Faint call,1732003217.0,47.85776,-122.4372
cand_02yKAlK3fCmt1XrCavtsPC,2024-11-22_15.23.33,2024-11-22,15.23.33,2024-11-22_23.23.33,2024-11-22,23.23.33,,"Faint call?, Faint S01",,47.85776,-122.4372
cand_02yKBuX7GHnHdrzJMshQiQ,2024-11-22_16.10.17,2024-11-22,16.10.17,2024-11-23_00.10.17,2024-11-23,00.10.17,,Faint call?,1732072703.0,47.85776,-122.4372
cand_02yK9zEMgEGYNrpnBiL0Nu,2024-11-22_14.51.50,2024-11-22,14.51.50,2024-11-22_22.51.50,2024-11-22,22.51.50,,"S01s faint, Calls, faint, through numbing and sloshing noise., Calls, faint, through numbing and sloshing noise.",1732003217.0,47.92491,-122.48141
cand_02yKA8k6CrWASX0zRzJ9uP,2024-11-22_14.58.07,2024-11-22,14.58.07,2024-11-22_22.58.07,2024-11-22,22.58.07,,Faint calls,1732003217.0,47.92491,-122.48141
cand_02yKAGGrDgukmIozLU1nIH,2024-11-22_15.03.04,2024-11-22,15.03.04,2024-11-22_23.03.04,2024-11-22,23.03.04,,Faint call,1732003217.0,47.92491,-122.48141
cand_02yKAlK3fCmt1XrCavtsPC,2024-11-22_15.23.33,2024-11-22,15.23.33,2024-11-22_23.23.33,2024-11-22,23.23.33,,"Faint call?, Faint S01",,47.92491,-122.48141
cand_02yKBuX7GHnHdrzJMshQiQ,2024-11-22_16.10.17,2024-11-22,16.10.17,2024-11-23_00.10.17,2024-11-23,00.10.17,,Faint call?,1732072703.0,47.92491,-122.48141
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.79048,-122.43109
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,48.05804,-122.39538
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.76775,-122.45667
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.7944,-122.45615
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.79705,-122.41495
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.80604,-122.4565
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.80604,-122.4565
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.80501,-122.42817
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.80501,-122.42817
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.8125,-122.45375
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.8125,-122.45375
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.81504,-122.40396
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.81504,-122.40396
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.81435,-122.39881
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.81435,-122.39881
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.81435,-122.39881
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.81435,-122.39881
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.81435,-122.39881
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.79469,-122.45409
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.79469,-122.45409
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.79469,-122.45409
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.79469,-122.45409
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.79469,-122.45409
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.8121,-122.43246
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.8121,-122.43246
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.8121,-122.43246
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.8121,-122.43246
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.8121,-122.43246
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.81948,-122.40447
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.81948,-122.40447
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.81948,-122.40447
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.81948,-122.40447
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.81948,-122.40447
cand_02yKglc2G8mv2xCqFYwL3l,2024-11-23_13.07.48,2024-11-23,13.07.48,2024-11-23_21.07.48,2024-11-23,21.07.48,,"Orcas, Orca, J pod vocalizations",1732608018.0,47.81948,-122.40447
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,48.10511,-122.49422
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,48.10511,-122.49422
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,48.10511,-122.49422
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,48.10511,-122.49422
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,48.10511,-122.49422
cand_02yKglc2G8mv2xCqFYwL3l,2024-11-23_13.07.48,2024-11-23,13.07.48,2024-11-23_21.07.48,2024-11-23,21.07.48,,"Orcas, Orca, J pod vocalizations",1732608018.0,48.10511,-122.49422
cand_02yKgr6ZTjvvKn1eLpMhcU,2024-11-23_13.11.29,2024-11-23,13.11.29,2024-11-23_21.11.29,2024-11-23,21.11.29,,Orca,1732694418.0,48.10511,-122.49422
cand_02yKh05MOjfUGZWzjDhVHu,2024-11-23_13.17.20,2024-11-23,13.17.20,2024-11-23_21.17.20,2024-11-23,21.17.20,,"Calls through local rubbing sounds., Faint S01, S01 calls",1732780821.0,48.10511,-122.49422
cand_02yKfNhgnaxLrh5GEDtdZy,2024-11-23_12.10.58,2024-11-23,12.10.58,2024-11-23_20.10.58,2024-11-23,20.10.58,,Hearing Jpod calls. And boat noise. 12:10pm,1732239118.0,47.87947,-122.4251
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.87947,-122.4251
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.87947,-122.4251
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.87947,-122.4251
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.87947,-122.4251
cand_02yKglc2G8mv2xCqFYwL3l,2024-11-23_13.07.48,2024-11-23,13.07.48,2024-11-23_21.07.48,2024-11-23,21.07.48,,"Orcas, Orca, J pod vocalizations",1732608018.0,47.87947,-122.4251
cand_02yKgr6ZTjvvKn1eLpMhcU,2024-11-23_13.11.29,2024-11-23,13.11.29,2024-11-23_21.11.29,2024-11-23,21.11.29,,Orca,1732694418.0,47.87947,-122.4251
cand_02yKh05MOjfUGZWzjDhVHu,2024-11-23_13.17.20,2024-11-23,13.17.20,2024-11-23_21.17.20,2024-11-23,21.17.20,,"Calls through local rubbing sounds., Faint S01, S01 calls",1732780821.0,47.87947,-122.4251
cand_02yKhIaJeX70zqQYaubL6b,2024-11-23_13.29.28,2024-11-23,13.29.28,2024-11-23_21.29.28,2024-11-23,21.29.28,,Clear calls through rubbing noises.,1732867219.0,47.87947,-122.4251
cand_02yKhktHEzO1SmSLxUGcNd,2024-11-23_13.48.06,2024-11-23,13.48.06,2024-11-23_21.48.06,2024-11-23,21.48.06,,Faint calls through ferry noise and local rubbing sounds.,1732953617.0,47.87947,-122.4251
cand_02yKfnWs9WhtIY9QlXnp6P,2024-11-23_12.27.59,2024-11-23,12.27.59,2024-11-23_20.27.59,2024-11-23,20.27.59,,Jpod calls again 12:28,1732262418.0,47.88315,-122.40519
cand_02yKgEjU5EwSktkGLK5gGq,2024-11-23_12.46.17,2024-11-23,12.46.17,2024-11-23_20.46.17,2024-11-23,20.46.17,,,1732348818.0,47.88315,-122.40519
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.88315,-122.40519
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.88315,-122.40519
cand_02yKglc2G8mv2xCqFYwL3l,2024-11-23_13.07.48,2024-11-23,13.07.48,2024-11-23_21.07.48,2024-11-23,21.07.48,,"Orcas, Orca, J pod vocalizations",1732608018.0,47.88315,-122.40519
cand_02yKgr6ZTjvvKn1eLpMhcU,2024-11-23_13.11.29,2024-11-23,13.11.29,2024-11-23_21.11.29,2024-11-23,21.11.29,,Orca,1732694418.0,47.88315,-122.40519
cand_02yKh05MOjfUGZWzjDhVHu,2024-11-23_13.17.20,2024-11-23,13.17.20,2024-11-23_21.17.20,2024-11-23,21.17.20,,"Calls through local rubbing sounds., Faint S01, S01 calls",1732780821.0,47.88315,-122.40519
cand_02yKhIaJeX70zqQYaubL6b,2024-11-23_13.29.28,2024-11-23,13.29.28,2024-11-23_21.29.28,2024-11-23,21.29.28,,Clear calls through rubbing noises.,1732867219.0,47.88315,-122.40519
cand_02yKhktHEzO1SmSLxUGcNd,2024-11-23_13.48.06,2024-11-23,13.48.06,2024-11-23_21.48.06,2024-11-23,21.48.06,,Faint calls through ferry noise and local rubbing sounds.,1732953617.0,47.88315,-122.40519
cand_02yKgLNeIoFfUVlxWbkFAO,2024-11-23_12.50.37,2024-11-23,12.50.37,2024-11-23_20.50.37,2024-11-23,20.50.37,,Calls,1732435217.0,47.86105,-122.43678
cand_02yKgSdUj3v9KWV33HPJ2A,2024-11-23_12.55.07,2024-11-23,12.55.07,2024-11-23_20.55.07,2024-11-23,20.55.07,,Orca whale,1732521618.0,47.86105,-122.43678
cand_02yKglc2G8mv2xCqFYwL3l,2024-11-23_13.07.48,2024-11-23,13.07.48,2024-11-23_21.07.48,2024-11-23,21.07.48,,"Orcas, Orca, J pod vocalizations",1732608018.0,47.86105,-122.43678
cand_02yKgr6ZTjvvKn1eLpMhcU,2024-11-23_13.11.29,2024-11-23,13.11.29,2024-11-23_21.11.29,2024-11-23,21.11.29,,Orca,1732694418.0,47.86105,-122.43678
cand_02yKh05MOjfUGZWzjDhVHu,2024-11-23_13.17.20,2024-11-23,13.17.20,2024-11-23_21.17.20,2024-11-23,21.17.20,,"Calls through local rubbing sounds., Faint S01, S01 calls",1732780821.0,47.86105,-122.43678
cand_02yKhIaJeX70zqQYaubL6b,2024-11-23_13.29.28,2024-11-23,13.29.28,2024-11-23_21.29.28,2024-11-23,21.29.28,,Clear calls through rubbing noises.,1732867219.0,47.86105,-122.43678
cand_02yKhktHEzO1SmSLxUGcNd,2024-11-23_13.48.06,2024-11-23,13.48.06,2024-11-23_21.48.06,2024-11-23,21.48.06,,Faint calls through ferry noise and local rubbing sounds.,1732953617.0,47.86105,-122.43678
cand_02yKgr6ZTjvvKn1eLpMhcU,2024-11-23_13.11.29,2024-11-23,13.11.29,2024-11-23_21.11.29,2024-11-23,21.11.29,,Orca,1732694418.0,47.85183,-122.44279
cand_02yKh05MOjfUGZWzjDhVHu,2024-11-23_13.17.20,2024-11-23,13.17.20,2024-11-23_21.17.20,2024-11-23,21.17.20,,"Calls through local rubbing sounds., Faint S01, S01 calls",1732780821.0,47.85183,-122.44279
cand_02yKhIaJeX70zqQYaubL6b,2024-11-23_13.29.28,2024-11-23,13.29.28,2024-11-23_21.29.28,2024-11-23,21.29.28,,Clear calls through rubbing noises.,1732867219.0,47.85183,-122.44279
cand_02yKhktHEzO1SmSLxUGcNd,2024-11-23_13.48.06,2024-11-23,13.48.06,2024-11-23_21.48.06,2024-11-23,21.48.06,,Faint calls through ferry noise and local rubbing sounds.,1732953617.0,47.85183,-122.44279
cand_02yKhktHEzO1SmSLxUGcNd,2024-11-23_13.48.06,2024-11-23,13.48.06,2024-11-23_21.48.06,2024-11-23,21.48.06,,Faint calls through ferry noise and local rubbing sounds.,1732953617.0,47.85898,-122.47111
cand_02yL9qNmdTKsbVfnG1Wl1E,2024-11-24_08.52.47,2024-11-24,08.52.47,2024-11-24_16.52.47,2024-11-24,16.52.47,,Whale call in ship noise?,1733040018.0,48.04879,-122.373
cand_02yP6BEyGCO3hswlnPeu6K,2024-12-01_06.48.55,2024-12-01,06.48.55,2024-12-01_14.48.55,2024-12-01,14.48.55,,"Orca call. Lpod still?!, Srkws",1733472018.0,47.86928,-122.41421
cand_02yP6Hy13ZhFPiAqgbE9D2,2024-12-01_06.53.15,2024-12-01,06.53.15,2024-12-01_14.53.15,2024-12-01,14.53.15,,Orca call! Faint,1733558417.0,47.86928,-122.41421
cand_02yP6Xax7WeXVc73JLOiCQ,2024-12-01_07.03.39,2024-12-01,07.03.39,2024-12-01_15.03.39,2024-12-01,15.03.39,,Orca calls,1733644818.0,47.86928,-122.41421
cand_02yP6ns1T4RcCQLqfuSwCN,2024-12-01_07.14.13,2024-12-01,07.14.13,2024-12-01_15.14.13,2024-12-01,15.14.13,,Faint orca calls,1733731217.0,47.86928,-122.41421
cand_02yP7KqfZV2QAToM6cCvS2,2024-12-01_07.35.54,2024-12-01,07.35.54,2024-12-01_15.35.54,2024-12-01,15.35.54,,,1733817617.0,47.86928,-122.41421
cand_02yP7Kgn6COzSkrl0bg7AN,2024-12-01_07.35.54,2024-12-01,07.35.54,2024-12-01_15.35.54,2024-12-01,15.35.54,,Calls,1733904020.0,47.86928,-122.41421
cand_02yP7KeSdKweVOemWD72Ot,2024-12-01_07.35.54,2024-12-01,07.35.54,2024-12-01_15.35.54,2024-12-01,15.35.54,,Calls,1733990418.0,47.86928,-122.41421
cand_02yP7ROJvArI5t5MB1tGti,2024-12-01_07.39.40,2024-12-01,07.39.40,2024-12-01_15.39.40,2024-12-01,15.39.40,,Started hearing fain orca calls a few minutes ago,1734076821.0,47.86928,-122.41421
cand_02yP7VkKxZVX7BCmIy7xGn,2024-12-01_07.43.24,2024-12-01,07.43.24,2024-12-01_15.43.24,2024-12-01,15.43.24,,Killer whale,1734163217.0,47.86928,-122.41421
cand_02yP7eEQ0H4dH0MhZIT1M5,2024-12-01_07.48.58,2024-12-01,07.48.58,2024-12-01_15.48.58,2024-12-01,15.48.58,,"Orcas, L pod calls and vessel noise",1734249617.0,47.86928,-122.41421
cand_02yP6Xax7WeXVc73JLOiCQ,2024-12-01_07.03.39,2024-12-01,07.03.39,2024-12-01_15.03.39,2024-12-01,15.03.39,,Orca calls,1733644818.0,47.87043,-122.36683
cand_02yP6ns1T4RcCQLqfuSwCN,2024-12-01_07.14.13,2024-12-01,07.14.13,2024-12-01_15.14.13,2024-12-01,15.14.13,,Faint orca calls,1733731217.0,47.87043,-122.36683
